199.12,72.464
199.96,72.115
200.78,73.171
201.59,73.529
202.41,73.529
203.22,73.529
204.05,72.816
204.86,73.529
205.68,72.816
206.51,72.464
207.35,71.429
208.18,72.115
209.02,72.115
209.76,80.214
210.68,65.789
211.49,73.529
212.31,73.529
213.12,73.892
213.92,75
214.72,74.627
215.52,75.758
216.31,75
217.1,76.531
217.87,77.72
218.64,77.72
219.41,78.125
220.19,76.531
221,73.892
221.83,72.816
222.68,70.423
223.55,68.807
224.4,70.755
225.25,70.755
226.11,69.767
226.96,69.767
227.83,69.124
228.7,69.444
229.55,70.423
230.39,71.09
231.2,73.892
232,75.758
232.77,77.32
233.54,78.534
234.28,80.214
235.04,79.365
235.79,79.787
236.54,80.214
237.3,79.365
239.54,80.645
240.28,80.645
241.03,80.214
241.78,79.365
242.55,78.534
243.32,77.72
248,77.32
248.76,78.125
249.52,78.534
250.28,78.947
251.04,79.365
251.8,79.365
252.54,80.214
253.29,80.214
254.05,79.365
254.8,79.365
255.56,78.947
256.33,78.534
257.1,77.72
257.88,77.32
258.65,77.32
259.43,77.32
260.2,77.32
262.56,75.758
263.34,76.142
264.14,75.758
264.93,75.758
265.71,76.531
266.5,76.531
267.28,76.531
268.06,76.923
268.83,78.125
269.6,77.72
270.36,78.947
271.11,79.787
271.86,79.787
272.61,80.214
273.35,81.081
274.09,81.081
274.82,81.967
275.56,80.645
276.33,78.534
277.09,78.947
277.87,76.531
278.66,75.758
279.46,75.758
280.24,76.142
281.04,75
281.83,76.531
282.62,76.142
283.4,76.923
284.17,76.923
284.95,77.32
285.72,78.125
286.49,77.32
287.28,75.758
288.08,75.758
288.86,76.531
289.67,74.257
290.48,73.892
291.28,74.627
292.09,74.627
292.89,74.627
293.7,74.257
294.51,74.257
295.31,75
298.56,73.171
299.38,73.171
300.2,73.171
301.02,72.816
301.87,71.09
302.71,71.09
303.56,71.09
304.39,71.77
305.23,71.429
306.06,72.115
306.91,70.755
307.75,71.09
308.57,73.529
309.41,71.09
310.23,73.529
311.02,75.377
311.8,77.32
312.57,78.125
313.34,78.125
314.11,77.72
314.88,77.32
315.67,76.531
316.44,77.72
317.2,78.534
317.99,76.531
318.78,75.377
319.58,75.758
320.37,75
321.18,74.627
321.96,76.142
322.76,75.758
323.54,76.142
324.32,77.72
325.07,79.787
325.82,80.214
326.56,80.214
327.31,80.645
328.06,80.214
328.8,80.214
329.55,80.214
330.31,79.365
331.08,77.72
331.88,74.627
332.69,74.257
333.51,73.171
334.34,71.77
335.16,73.529
335.98,73.171
336.81,72.464
337.63,73.171
338.46,72.115
339.3,71.77
340.13,71.77
340.98,70.755
341.83,70.755
342.68,70.755
343.53,70.093
344.39,69.767
345.24,70.423
346.1,69.767
346.95,70.423
347.79,71.429
348.64,71.09
349.47,71.77
350.3,72.464
351.13,72.115
351.96,72.115
352.79,72.464
353.61,73.171
354.44,72.816
355.26,73.171
356.08,72.464
356.91,72.464
357.73,73.171
358.54,74.257
359.34,75
360.12,76.531
360.9,77.32
361.67,77.72
362.45,76.923
363.23,76.923
364,77.32
364.78,76.923
365.58,75.758
366.37,75.758
367.17,75
367.98,74.257
368.78,74.257
369.6,73.171
370.42,73.529
371.23,73.892
372.05,73.171
372.86,73.529
373.68,73.892
374.49,73.892
375.3,73.529
376.1,75.377
376.9,75
377.7,75.377
378.5,74.627
379.29,75.758
380.08,76.531
380.84,77.72
381.61,78.534
382.38,77.32
383.17,76.531
383.96,75.758
384.75,76.142
385.54,76.142
386.32,76.531
387.1,76.923
387.87,77.72
388.64,77.72
389.42,77.72
390.2,76.923
390.99,75.377
391.81,73.529
392.63,72.816
393.45,72.816
394.28,72.115
397.51,75.377
398.3,75.758
399.1,75.758
402.24,76.923
403.02,76.531
403.81,76.142
404.6,75.377
405.4,75.377
406.2,75
407,74.627
407.8,75
408.6,75.377
409.39,75.758
410.17,76.531
410.96,76.531
411.74,76.923
415.53,80.645
416.26,81.967
417,81.081
417.74,81.081
420.01,78.534
420.78,77.32
421.56,77.72
422.33,77.32
434.76,79.787
435.52,79.365
436.26,80.645
437,81.081
437.75,80.645
438.5,80.214
439.24,80.645
440,78.534
440.77,78.125
441.55,77.32
442.34,75.377
443.15,73.892
443.97,73.529
444.8,72.464
445.64,71.429
446.47,72.115
447.3,72.115
448.14,71.77
448.97,72.115
449.8,72.115
450.62,72.816
451.44,73.892
452.24,75
453.04,74.627
453.84,75.377
454.62,76.531
455.42,75
456.22,74.257
457.04,73.892
457.88,71.429
458.74,69.444
459.6,69.767
460.46,69.444
461.34,68.182
462.2,69.767
463.06,70.423
463.89,71.77
466.33,75
467.12,75.377
467.91,76.142
468.7,76.531
469.48,76.531
470.28,75.377
471.08,74.627
471.87,76.142
472.66,75.758
473.44,76.531
474.24,75.377
475.05,74.257
475.87,72.816
476.7,72.464
477.54,71.09
478.38,71.429
479.22,71.09
480.06,72.115
480.88,72.816
481.7,72.816
482.52,73.529
483.34,73.529
484.15,73.529
484.95,75
485.74,75.758
486.53,76.531
487.3,77.72
488.07,77.72
488.84,78.125
489.6,78.534
490.37,78.125
491.13,78.534
491.9,78.534
492.66,78.534
493.43,78.125
494.2,78.125
494.97,77.72
495.73,78.534
496.51,77.32
497.28,77.32
498.06,77.72
498.83,77.72
499.61,76.531
500.39,76.923
501.17,77.32
501.94,77.72
502.7,78.947
503.45,79.787
504.19,80.645
504.93,81.522
505.67,81.081
506.42,80.214
507.16,81.081
507.91,79.787
508.67,78.947
509.43,78.534
510.21,76.923
511.02,74.627
511.8,76.142
512.6,75.758
513.39,75.377
514.18,75.377
514.98,75
515.76,76.923
516.54,77.32
517.32,76.531
518.1,76.923
518.88,76.923
520.44,77.72
